CASE ID,case_cost,TEST,Events from start,Events from end
201810003185,8.304641,8.11,3,3
201810003185,8.398941,8.11,4,2
201810003185,8.336511,8.11,5,1
201810003193,19.656572,19.800000000000004,1,5
201810003193,19.84478,19.800000000000004,2,4
201810003193,19.856052,19.800000000000004,3,3
201810003193,19.863392,19.800000000000004,4,2
201810003193,19.832073,19.800000000000004,5,1
201810003194,8.292629,8.11,1,5
201810003194,8.309282,8.11,2,4
201810003194,8.300821,8.11,3,3
201810003194,8.388605,8.11,4,2
201810003194,8.336168,8.11,5,1
201810003195,8.292429,8.11,1,5
201810003195,8.308622,8.11,2,4
201810003195,8.299116,8.11,3,3
201810003195,8.383631,8.11,4,2
201810003195,8.347578,8.11,5,1
201810003196,19.65701,19.800000000000004,1,5
201810003196,19.845793,19.800000000000004,2,4
201810003196,19.85619,19.800000000000004,3,3
201810003196,19.86345,19.800000000000004,4,2
201810003196,19.83213,19.800000000000004,5,1
201810003203,19.657139,19.800000000000004,1,5
201810003203,19.844986,19.800000000000004,2,4
201810003203,19.856123,19.800000000000004,3,3
201810003203,19.863503,19.800000000000004,4,2
201810003203,19.832125,19.800000000000004,5,1
201810003206,13.345608,14.51,1,8
201810003206,13.337951,14.51,2,7
201810003206,13.749449,14.51,3,6
201810003206,13.856525,14.51,4,5
201810003206,14.5995655,14.51,5,4
201810003206,14.532858,14.51,6,3
201810003206,14.572701,14.51,7,2
201810003206,14.728269,14.51,8,1
201810003207,8.288612,8.11,1,5
201810003207,8.305622,8.11,2,4
201810003207,8.295178,8.11,3,3
201810003207,8.320403,8.11,4,2
201810003207,8.325643,8.11,5,1
201810003211,5.4952674,2.7,1,1
201810003212,19.657034,19.800000000000004,1,5
201810003212,19.844841,19.800000000000004,2,4
201810003212,19.8561,19.800000000000004,3,3
201810003212,19.86342,19.800000000000004,4,2
201810003212,19.832142,19.800000000000004,5,1
201810003214,19.66009,12.510000000000002,1,1
201810003224,19.65721,19.800000000000004,1,5
201810003224,19.844858,19.800000000000004,2,4
201810003224,19.856157,19.800000000000004,3,3
201810003224,19.863436,19.800000000000004,4,2
201810003224,19.832155,19.800000000000004,5,1
201810003229,8.292038,8.11,1,5
201810003229,8.308255,8.11,2,4
201810003229,8.297891,8.11,3,3
201810003229,8.3226,8.11,4,2
201810003229,8.322629,8.11,5,1
201810003233,19.660471,19.800000000000004,1,5
201810003233,19.82988,19.800000000000004,2,4
201810003233,19.854637,19.800000000000004,3,3
201810003233,19.863216,19.800000000000004,4,2
201810003233,19.832169,19.800000000000004,5,1
201810003239,19.659561,22.51,1,5
201810003239,14.951002,22.51,2,4
201810003239,14.957418,22.51,3,3
201810003239,14.956271,22.51,4,2
201810003239,22.213066,22.51,5,1
201810003242,19.661053,15.110000000000005,1,5
201810003242,14.958875,15.110000000000005,2,4
201810003242,14.967205,15.110000000000005,3,3
201810003242,14.953394,15.110000000000005,4,2
201810003242,15.059101,15.110000000000005,5,1
201810003245,13.568041,13.11,1,6
201810003245,13.58955,13.11,2,5
201810003245,13.586546,13.11,3,4
201810003245,13.561805,13.11,4,3
201810003245,12.85649,13.11,5,2
201810003245,13.118228,13.11,6,1
201810003249,12.273362,9.51,1,7
201810003249,12.331581,9.51,2,6
201810003249,12.719296,9.51,3,5
201810003249,12.774519,9.51,4,4
201810003249,12.996939,9.51,5,3
201810003249,13.271204,9.51,6,2
201810003249,13.2488785,9.51,7,1
201810003252,8.287857,8.11,1,5
201810003252,8.3045435,8.11,2,4
201810003252,8.294389,8.11,3,3
201810003252,8.320215,8.11,4,2
201810003252,8.316233,8.11,5,1
201810003253,19.657,19.800000000000004,1,5
201810003253,19.845383,19.800000000000004,2,4
201810003253,19.856815,19.800000000000004,3,3
201810003253,19.863346,19.800000000000004,4,2
201810003253,19.832031,19.800000000000004,5,1
201810003254,12.297314,13.11,1,6
201810003254,12.209948,13.11,2,5
201810003254,12.773797,13.11,3,4
201810003254,12.760153,13.11,4,3
201810003254,12.667773,13.11,5,2
201810003254,13.018269,13.11,6,1
201810003258,6.660818,8.11,1,5
201810003258,8.195256,8.11,2,4
201810003258,8.260746,8.11,3,3
201810003258,8.269539,8.11,4,2
201810003258,8.256935,8.11,5,1
201810003260,19.656887,19.800000000000004,1,5
201810003260,19.84531,19.800000000000004,2,4
201810003260,19.856226,19.800000000000004,3,3
201810003260,19.86336,19.800000000000004,4,2
201810003260,19.832113,19.800000000000004,5,1
201810003261,8.292566,8.11,1,5
201810003261,8.308655,8.11,2,4
201810003261,8.298386,8.11,3,3
201810003261,8.322798,8.11,4,2
201810003261,8.328833,8.11,5,1
201810003262,12.299513,13.11,1,6
201810003262,12.215591,13.11,2,5
201810003262,12.696785,13.11,3,4
201810003262,12.761337,13.11,4,3
201810003262,12.665336,13.11,5,2
201810003262,13.020947,13.11,6,1
201810003263,8.292188,8.11,1,5
201810003263,8.308269,8.11,2,4
201810003263,8.298117,8.11,3,3
201810003263,8.321971,8.11,4,2
201810003263,8.319637,8.11,5,1
201810003264,5.4952726,4.699999999999998,1,3
201810003264,5.0937567,4.699999999999998,2,2
201810003264,5.034177,4.699999999999998,3,1
201810003265,19.657732,19.800000000000004,1,5
201810003265,19.845343,19.800000000000004,2,4
201810003265,19.856134,19.800000000000004,3,3
201810003265,19.863533,19.800000000000004,4,2
201810003265,19.832132,19.800000000000004,5,1
201810003267,12.682431,12.5,1,4
201810003267,12.56543,12.5,2,3
201810003267,12.547756,12.5,3,2
201810003267,12.539499,12.5,4,1
201810003269,8.28948,8.11,1,5
201810003269,8.306072,8.11,2,4
201810003269,8.295797,8.11,3,3
201810003269,8.321006,8.11,4,2
201810003269,8.326944,8.11,5,1
201810003270,8.292101,8.11,1,5
201810003270,8.308303,8.11,2,4
201810003270,8.298011,8.11,3,3
201810003270,8.322947,8.11,4,2
201810003270,8.334321,8.11,5,1
201810003272,8.292351,8.11,1,5
201810003272,8.308518,8.11,2,4
201810003272,8.298746,8.11,3,3
201810003272,8.3725195,8.11,4,2
201810003272,8.334757,8.11,5,1
201810003277,19.663322,19.800000000000004,1,5
201810003277,19.848938,19.800000000000004,2,4
201810003277,19.856691,19.800000000000004,3,3
201810003277,19.863409,19.800000000000004,4,2
201810003277,19.832167,19.800000000000004,5,1
201810003278,8.29099,8.11,1,5
201810003278,8.307269,8.11,2,4
201810003278,8.297068,8.11,3,3
201810003278,8.322128,8.11,4,2
201810003278,8.321313,8.11,5,1
201810003279,8.292548,16.11,1,6
201810003279,8.308755,16.11,2,5
201810003279,8.303202,16.11,3,4
201810003279,8.38186,16.11,4,3
201810003279,8.335813,16.11,5,2
201810003279,17.225218,16.11,6,1
201810003280,12.676883,12.5,1,4
201810003280,12.560704,12.5,2,3
201810003280,12.543585,12.5,3,2
201810003280,12.536996,12.5,4,1
201810003287,8.290006,8.11,1,5
201810003287,8.306485,8.11,2,4
201810003287,8.296069,8.11,3,3
201810003287,8.321324,8.11,4,2
201810003287,8.329079,8.11,5,1
201810003290,19.657003,19.800000000000004,1,5
201810003290,19.845106,19.800000000000004,2,4
201810003290,19.855904,19.800000000000004,3,3
201810003290,19.863386,19.800000000000004,4,2
201810003290,19.832024,19.800000000000004,5,1
201810003292,13.562061,15.110000000000005,1,5
201810003292,13.589755,15.110000000000005,2,4
201810003292,14.596002,15.110000000000005,3,3
201810003292,15.508477,15.110000000000005,4,2
201810003292,15.164893,15.110000000000005,5,1
201810003293,8.29122,8.11,1,5
201810003293,8.307556,8.11,2,4
201810003293,8.29727,8.11,3,3
201810003293,8.322429,8.11,4,2
201810003293,8.33095,8.11,5,1
201810003294,19.661871,19.800000000000004,1,5
201810003294,19.847494,19.800000000000004,2,4
201810003294,19.856133,19.800000000000004,3,3
201810003294,19.863499,19.800000000000004,4,2
201810003294,19.832218,19.800000000000004,5,1
201810003300,19.658136,19.800000000000004,1,5
201810003300,19.845583,19.800000000000004,2,4
201810003300,19.856081,19.800000000000004,3,3
201810003300,19.863394,19.800000000000004,4,2
201810003300,19.832123,19.800000000000004,5,1
201810003303,12.682672,5.3,1,4
201810003303,12.56069,5.3,2,3
201810003303,12.545529,5.3,3,2
201810003303,12.537135,5.3,4,1
201810003304,12.339839,13.11,1,6
201810003304,12.443796,13.11,2,5
201810003304,12.816248,13.11,3,4
201810003304,12.437624,13.11,4,3
201810003304,12.648625,13.11,5,2
201810003304,13.002136,13.11,6,1
201810003307,5.4952707,2.7,1,1
201810003311,8.292379,8.11,1,5
201810003311,8.308489,8.11,2,4
201810003311,8.297873,8.11,3,3
201810003311,8.32258,8.11,4,2
201810003311,8.319967,8.11,5,1
201810003316,19.65773,19.800000000000004,1,5
201810003316,19.845755,19.800000000000004,2,4
201810003316,19.856041,19.800000000000004,3,3
201810003316,19.863497,19.800000000000004,4,2
201810003316,19.832144,19.800000000000004,5,1
201810003321,8.292515,16.11,1,6
201810003321,8.308636,16.11,2,5
201810003321,8.298883,16.11,3,4
201810003321,8.393405,16.11,4,3
201810003321,8.341297,16.11,5,2
201810003321,17.33485,16.11,6,1
201810003324,8.291804,16.11,1,6
201810003324,8.307977,16.11,2,5
201810003324,8.298374,16.11,3,4
201810003324,8.387045,16.11,4,3
201810003324,8.338099,16.11,5,2
201810003324,17.325502,16.11,6,1
201810003327,19.657309,19.800000000000004,1,5
201810003327,19.8451,19.800000000000004,2,4
201810003327,19.856094,19.800000000000004,3,3
201810003327,19.863445,19.800000000000004,4,2
201810003327,19.83211,19.800000000000004,5,1
201810003328,12.678718,12.5,1,4
201810003328,12.564152,12.5,2,3
201810003328,12.542664,12.5,3,2
201810003328,12.538104,12.5,4,1
201810003330,8.292464,16.11,1,6
201810003330,8.308522,16.11,2,5
201810003330,8.298614,16.11,3,4
201810003330,8.322805,16.11,4,3
201810003330,8.332265,16.11,5,2
201810003330,17.396927,16.11,6,1
201810003331,19.657207,19.800000000000004,1,5
201810003331,19.844975,19.800000000000004,2,4
201810003331,19.856056,19.800000000000004,3,3
201810003331,19.863419,19.800000000000004,4,2
201810003331,19.832079,19.800000000000004,5,1
201810003334,8.2924385,9.51,1,7
201810003334,8.308607,9.51,2,6
201810003334,8.299992,9.51,3,5
201810003334,8.385722,9.51,4,4
201810003334,9.70055,9.51,5,3
201810003334,9.76741,9.51,6,2
201810003334,9.743296,9.51,7,1
201810003339,8.292501,8.11,1,5
201810003339,8.308685,8.11,2,4
201810003339,8.3033285,8.11,3,3
201810003339,8.386114,8.11,4,2
201810003339,8.355248,8.11,5,1
201810003341,19.657085,19.800000000000004,1,5
201810003341,19.845844,19.800000000000004,2,4
201810003341,19.855898,19.800000000000004,3,3
201810003341,19.863262,19.800000000000004,4,2
201810003341,19.83202,19.800000000000004,5,1
201810003348,13.611308,13.11,1,6
201810003348,13.657591,13.11,2,5
201810003348,13.70573,13.11,3,4
201810003348,13.7227335,13.11,4,3
201810003348,12.976655,13.11,5,2
201810003348,13.163955,13.11,6,1
201810003350,8.292644,8.11,1,5
201810003350,8.308987,8.11,2,4
201810003350,8.30618,8.11,3,3
201810003350,8.385209,8.11,4,2
201810003350,8.341056,8.11,5,1
201810003353,8.2926445,8.11,1,5
201810003353,8.308621,8.11,2,4
201810003353,8.29896,8.11,3,3
201810003353,8.36971,8.11,4,2
201810003353,8.335172,8.11,5,1
201810003354,8.2925,8.11,1,5
201810003354,8.308684,8.11,2,4
201810003354,8.300283,8.11,3,3
201810003354,8.383793,8.11,4,2
201810003354,8.332376,8.11,5,1
201810003357,19.663744,17.2,1,1
201810003358,8.292659,8.11,1,5
201810003358,8.308926,8.11,2,4
201810003358,8.299869,8.11,3,3
201810003358,8.387973,8.11,4,2
201810003358,8.342468,8.11,5,1
201810003360,12.678862,12.5,1,4
201810003360,12.564614,12.5,2,3
201810003360,12.542019,12.5,3,2
201810003360,12.538803,12.5,4,1
201810003365,8.289551,8.11,1,5
201810003365,8.306373,8.11,2,4
201810003365,8.296083,8.11,3,3
201810003365,8.321207,8.11,4,2
201810003365,8.321637,8.11,5,1
201810003370,8.290494,8.11,1,5
201810003370,8.3070135,8.11,2,4
201810003370,8.296618,8.11,3,3
201810003370,8.321541,8.11,4,2
201810003370,8.3265085,8.11,5,1
201810003374,12.197364,13.11,1,6
201810003374,12.370133,13.11,2,5
201810003374,12.931905,13.11,3,4
201810003374,12.881184,13.11,4,3
201810003374,12.741572,13.11,5,2
201810003374,13.094047,13.11,6,1
201810003376,8.285321,8.11,1,5
201810003376,8.302876,8.11,2,4
201810003376,8.292255,8.11,3,3
201810003376,8.317934,8.11,4,2
201810003376,8.328192,8.11,5,1
201810003380,12.679261,12.5,1,4
201810003380,12.564622,12.5,2,3
201810003380,12.54211,12.5,3,2
201810003380,12.538941,12.5,4,1
201810003382,8.286811,8.11,1,5
201810003382,8.303409,8.11,2,4
201810003382,8.292853,8.11,3,3
201810003382,8.318982,8.11,4,2
201810003382,8.320984,8.11,5,1
201810003385,19.670086,19.800000000000004,1,5
201810003385,19.843454,19.800000000000004,2,4
201810003385,19.856354,19.800000000000004,3,3
201810003385,19.863379,19.800000000000004,4,2
201810003385,19.832172,19.800000000000004,5,1
201810003394,12.680877,12.5,1,4
201810003394,12.564741,12.5,2,3
201810003394,12.54948,12.5,3,2
201810003394,12.536976,12.5,4,1
201810003395,12.423268,12.7,1,4
201810003395,10.805208,12.7,2,3
201810003395,8.24494,12.7,3,2
201810003395,13.17227,12.7,4,1
201810003397,8.289077,8.11,1,5
201810003397,8.30582,8.11,2,4
201810003397,8.2957735,8.11,3,3
201810003397,8.319755,8.11,4,2
201810003397,8.322398,8.11,5,1
201810003402,13.545617,10.910000000000002,1,9
201810003402,13.579365,10.910000000000002,2,8
201810003402,13.594759,10.910000000000002,3,7
201810003402,13.522723,10.910000000000002,4,6
201810003402,14.612476,10.910000000000002,5,5
201810003402,14.615212,10.910000000000002,6,4
201810003402,15.943917,10.910000000000002,7,3
201810003402,16.037836,10.910000000000002,8,2
201810003402,15.864896,10.910000000000002,9,1
201810003403,19.65699,19.800000000000004,1,5
201810003403,19.844727,19.800000000000004,2,4
201810003403,19.856108,19.800000000000004,3,3
201810003403,19.863422,19.800000000000004,4,2
201810003403,19.832155,19.800000000000004,5,1
201810003405,12.678035,12.5,1,4
201810003405,12.559983,12.5,2,3
201810003405,12.542626,12.5,3,2
201810003405,12.53786,12.5,4,1
201810003412,19.659176,19.800000000000004,1,5
201810003412,19.844868,19.800000000000004,2,4
201810003412,19.85603,19.800000000000004,3,3
201810003412,19.863613,19.800000000000004,4,2
201810003412,19.832182,19.800000000000004,5,1
201810003417,19.657658,19.800000000000004,1,5
201810003417,19.84533,19.800000000000004,2,4
201810003417,19.85609,19.800000000000004,3,3
201810003417,19.863438,19.800000000000004,4,2
201810003417,19.83211,19.800000000000004,5,1
201810003420,13.558446,13.11,1,6
201810003420,13.6023655,13.11,2,5
201810003420,13.854886,13.11,3,4
201810003420,13.900234,13.11,4,3
201810003420,13.142516,13.11,5,2
201810003420,13.233607,13.11,6,1
201810003421,19.657425,19.800000000000004,1,5
201810003421,19.845964,19.800000000000004,2,4
201810003421,19.855995,19.800000000000004,3,3
201810003421,19.86327,19.800000000000004,4,2
201810003421,19.832096,19.800000000000004,5,1
201810003422,8.2915125,8.11,1,5
201810003422,8.307847,8.11,2,4
201810003422,8.297292,8.11,3,3
201810003422,8.322316,8.11,4,2
201810003422,8.322854,8.11,5,1
201810003426,8.29262,8.11,1,5
201810003426,8.30911,8.11,2,4
201810003426,8.298958,8.11,3,3
201810003426,8.388964,8.11,4,2
201810003426,8.342805,8.11,5,1
201810003432,8.292095,8.11,1,5
201810003432,8.308144,8.11,2,4
201810003432,8.298563,8.11,3,3
201810003432,8.380557,8.11,4,2
201810003432,8.343835,8.11,5,1
201810003434,19.657204,27.800000000000004,1,6
201810003434,19.845352,27.800000000000004,2,5
201810003434,19.85618,27.800000000000004,3,4
201810003434,19.863441,27.800000000000004,4,3
201810003434,19.832144,27.800000000000004,5,2
201810003434,36.603737,27.800000000000004,6,1
201810003436,19.657478,19.800000000000004,1,5
201810003436,19.844707,19.800000000000004,2,4
201810003436,19.856081,19.800000000000004,3,3
201810003436,19.863472,19.800000000000004,4,2
201810003436,19.832146,19.800000000000004,5,1
201810003437,8.292596,8.11,1,5
201810003437,8.3088045,8.11,2,4
201810003437,8.298964,8.11,3,3
201810003437,8.39273,8.11,4,2
201810003437,8.33863,8.11,5,1
201810003444,8.291949,8.11,1,5
201810003444,8.308204,8.11,2,4
201810003444,8.297894,8.11,3,3
201810003444,8.32277,8.11,4,2
201810003444,8.322518,8.11,5,1
201810003451,19.659203,14.510000000000005,1,4
201810003451,14.954553,14.510000000000005,2,3
201810003451,14.961778,14.510000000000005,3,2
201810003451,14.956517,14.510000000000005,4,1
201810003453,8.292503,8.11,1,5
201810003453,8.308653,8.11,2,4
201810003453,8.298811,8.11,3,3
201810003453,8.364406,8.11,4,2
201810003453,8.333475,8.11,5,1
201810003456,13.484723,14.51,1,8
201810003456,13.499868,14.51,2,7
201810003456,12.620655,14.51,3,6
201810003456,12.429097,14.51,4,5
201810003456,14.4091,14.51,5,4
201810003456,14.339755,14.51,6,3
201810003456,14.400507,14.51,7,2
201810003456,14.550799,14.51,8,1
201810003462,12.644145,14.51,1,8
201810003462,12.976637,14.51,2,7
201810003462,12.304357,14.51,3,6
201810003462,12.507556,14.51,4,5
201810003462,14.423409,14.51,5,4
201810003462,14.358855,14.51,6,3
201810003462,14.391543,14.51,7,2
201810003462,14.529328,14.51,8,1
201810003463,8.289587,8.11,1,5
201810003463,8.3062105,8.11,2,4
201810003463,8.295942,8.11,3,3
201810003463,8.321153,8.11,4,2
201810003463,8.322385,8.11,5,1
201810003466,12.341613,9.51,1,7
201810003466,12.63665,9.51,2,6
201810003466,12.783629,9.51,3,5
201810003466,12.672868,9.51,4,4
201810003466,14.3847475,9.51,5,3
201810003466,14.349375,9.51,6,2
201810003466,14.371196,9.51,7,1
201810003467,12.676671,4.5,1,3
201810003467,12.567018,4.5,2,2
201810003467,12.541493,4.5,3,1
201810003469,19.657244,15.110000000000005,1,5
201810003469,14.954953,15.110000000000005,2,4
201810003469,14.969823,15.110000000000005,3,3
201810003469,14.967762,15.110000000000005,4,2
201810003469,15.039885,15.110000000000005,5,1
201810003470,19.65616,19.800000000000004,1,5
201810003470,19.84742,19.800000000000004,2,4
201810003470,19.856833,19.800000000000004,3,3
201810003470,19.863443,19.800000000000004,4,2
201810003470,19.832148,19.800000000000004,5,1
201810003477,8.288939,8.11,1,5
201810003477,8.305228,8.11,2,4
201810003477,8.294748,8.11,3,3
201810003477,8.320245,8.11,4,2
201810003477,8.327113,8.11,5,1
201810003481,13.507803,13.11,1,6
201810003481,13.673316,13.11,2,5
201810003481,13.678539,13.11,3,4
201810003481,13.656589,13.11,4,3
201810003481,12.927728,13.11,5,2
201810003481,13.148428,13.11,6,1
201810003485,8.292665,8.11,1,5
201810003485,8.30885,8.11,2,4
201810003485,8.299352,8.11,3,3
201810003485,8.390462,8.11,4,2
201810003485,8.341061,8.11,5,1
201810003488,8.291955,8.11,1,5
201810003488,8.308156,8.11,2,4
201810003488,8.297831,8.11,3,3
201810003488,8.322239,8.11,4,2
201810003488,8.327359,8.11,5,1
201810003496,19.65688,19.800000000000004,1,5
201810003496,19.845224,19.800000000000004,2,4
201810003496,19.856983,19.800000000000004,3,3
201810003496,19.863522,19.800000000000004,4,2
201810003496,19.832136,19.800000000000004,5,1
201810003497,8.29231,8.11,1,5
201810003497,8.308395,8.11,2,4
201810003497,8.298966,8.11,3,3
201810003497,8.400086,8.11,4,2
201810003497,8.340313,8.11,5,1
201810003498,8.292557,8.11,1,5
201810003498,8.308727,8.11,2,4
201810003498,8.29882,8.11,3,3
201810003498,8.397726,8.11,4,2
201810003498,8.340672,8.11,5,1
201810003499,19.659595,19.800000000000004,1,5
201810003499,19.846624,19.800000000000004,2,4
201810003499,19.85627,19.800000000000004,3,3
201810003499,19.863482,19.800000000000004,4,2
201810003499,19.832123,19.800000000000004,5,1
201810003500,8.292412,8.11,1,5
201810003500,8.308598,8.11,2,4
201810003500,8.29882,8.11,3,3
201810003500,8.393783,8.11,4,2
201810003500,8.339734,8.11,5,1
201810003501,19.65751,19.800000000000004,1,5
201810003501,19.844528,19.800000000000004,2,4
201810003501,19.856133,19.800000000000004,3,3
201810003501,19.863422,19.800000000000004,4,2
201810003501,19.832108,19.800000000000004,5,1
201810003510,19.659075,14.510000000000005,1,4
201810003510,14.950792,14.510000000000005,2,3
201810003510,14.967691,14.510000000000005,3,2
201810003510,14.959159,14.510000000000005,4,1
201810003511,19.656979,19.800000000000004,1,5
201810003511,19.845367,19.800000000000004,2,4
201810003511,19.85619,19.800000000000004,3,3
201810003511,19.863417,19.800000000000004,4,2
201810003511,19.832117,19.800000000000004,5,1
201810003512,19.663574,19.800000000000004,1,5
201810003512,19.847963,19.800000000000004,2,4
201810003512,19.856295,19.800000000000004,3,3
201810003512,19.863533,19.800000000000004,4,2
201810003512,19.832235,19.800000000000004,5,1
201810003518,5.495277,4.699999999999998,1,3
201810003518,5.0937576,4.699999999999998,2,2
201810003518,5.034178,4.699999999999998,3,1
201810003519,5.495272,4.699999999999998,1,3
201810003519,5.0937595,4.699999999999998,2,2
201810003519,5.034177,4.699999999999998,3,1
201810003521,19.65693,19.800000000000004,1,5
201810003521,19.846106,19.800000000000004,2,4
201810003521,19.855898,19.800000000000004,3,3
201810003521,19.863441,19.800000000000004,4,2
201810003521,19.832102,19.800000000000004,5,1
201810003523,19.6574,19.800000000000004,1,5
201810003523,19.845459,19.800000000000004,2,4
201810003523,19.856226,19.800000000000004,3,3
201810003523,19.86351,19.800000000000004,4,2
201810003523,19.832151,19.800000000000004,5,1
201810003524,19.659174,21.200000000000006,1,7
201810003524,19.845919,21.200000000000006,2,6
201810003524,19.856749,21.200000000000006,3,5
201810003524,19.863651,21.200000000000006,4,4
201810003524,21.6397,21.200000000000006,5,3
201810003524,20.287539,21.200000000000006,6,2
201810003524,25.80392,21.200000000000006,7,1
201810003526,8.2913885,16.11,1,6
201810003526,8.307755,16.11,2,5
201810003526,8.311526,16.11,3,4
201810003526,8.378027,16.11,4,3
201810003526,8.350834,16.11,5,2
201810003526,17.366983,16.11,6,1
201810003527,8.288131,8.11,1,5
201810003527,8.304326,8.11,2,4
201810003527,8.294601,8.11,3,3
201810003527,8.391108,8.11,4,2
201810003527,8.337882,8.11,5,1
201810003528,8.2913265,8.11,1,5
201810003528,8.30758,8.11,2,4
201810003528,8.297308,8.11,3,3
201810003528,8.322303,8.11,4,2
201810003528,8.3333235,8.11,5,1
201810003534,19.657007,19.800000000000004,1,5
201810003534,19.845709,19.800000000000004,2,4
201810003534,19.856085,19.800000000000004,3,3
201810003534,19.863352,19.800000000000004,4,2
201810003534,19.832048,19.800000000000004,5,1
201810003535,19.661137,19.800000000000004,1,5
201810003535,19.843388,19.800000000000004,2,4
201810003535,19.85653,19.800000000000004,3,3
201810003535,19.863594,19.800000000000004,4,2
201810003535,19.832191,19.800000000000004,5,1
201810003537,8.291146,18.31,1,9
201810003537,8.307453,18.31,2,8
201810003537,8.297349,18.31,3,7
201810003537,8.322494,18.31,4,6
201810003537,8.333579,18.31,5,5
201810003537,17.149664,18.31,6,4
201810003537,20.314474,18.31,7,3
201810003537,20.59745,18.31,8,2
201810003537,21.319403,18.31,9,1
201810003538,5.495277,4.699999999999998,1,3
201810003538,5.093758,4.699999999999998,2,2
201810003538,5.034177,4.699999999999998,3,1
201810003547,8.2925415,8.11,1,5
201810003547,8.3086605,8.11,2,4
201810003547,8.299039,8.11,3,3
201810003547,8.381086,8.11,4,2
201810003547,8.344822,8.11,5,1
201810003552,19.66362,19.800000000000004,1,5
201810003552,19.844475,19.800000000000004,2,4
201810003552,19.855322,19.800000000000004,3,3
201810003552,19.863432,19.800000000000004,4,2
201810003552,19.83212,19.800000000000004,5,1
201810003556,19.659048,19.800000000000004,1,5
201810003556,19.828424,19.800000000000004,2,4
201810003556,19.855646,19.800000000000004,3,3
201810003556,19.86326,19.800000000000004,4,2
201810003556,19.832207,19.800000000000004,5,1
201810003559,8.292534,8.11,1,5
201810003559,8.308632,8.11,2,4
201810003559,8.300129,8.11,3,3
201810003559,8.388589,8.11,4,2
201810003559,8.342386,8.11,5,1
201810003570,8.292588,8.11,1,5
201810003570,8.308727,8.11,2,4
201810003570,8.299013,8.11,3,3
201810003570,8.390337,8.11,4,2
201810003570,8.342506,8.11,5,1
201810003571,8.290659,8.11,1,5
201810003571,8.306902,8.11,2,4
201810003571,8.296825,8.11,3,3
201810003571,8.321869,8.11,4,2
201810003571,8.307751,8.11,5,1
201810003572,13.386576,13.11,1,6
201810003572,13.358576,13.11,2,5
201810003572,13.401121,13.11,3,4
201810003572,13.37695,13.11,4,3
201810003572,12.702192,13.11,5,2
201810003572,13.045836,13.11,6,1
201810003576,8.29257,8.11,1,5
201810003576,8.308791,8.11,2,4
201810003576,8.298968,8.11,3,3
201810003576,8.393498,8.11,4,2
201810003576,8.337547,8.11,5,1
201810003579,19.661291,19.800000000000004,1,5
201810003579,19.845255,19.800000000000004,2,4
201810003579,19.856012,19.800000000000004,3,3
201810003579,19.863504,19.800000000000004,4,2
201810003579,19.832188,19.800000000000004,5,1
201810003581,19.662283,27.800000000000004,1,6
201810003581,19.838024,27.800000000000004,2,5
201810003581,19.855724,27.800000000000004,3,4
201810003581,19.8635,27.800000000000004,4,3
201810003581,19.832176,27.800000000000004,5,2
201810003581,36.618256,27.800000000000004,6,1
201810003583,8.29252,8.11,1,5
201810003583,8.308654,8.11,2,4
201810003583,8.299174,8.11,3,3
201810003583,8.382331,8.11,4,2
201810003583,8.345478,8.11,5,1
201810003584,19.663645,19.800000000000004,1,5
201810003584,19.840555,19.800000000000004,2,4
201810003584,19.855827,19.800000000000004,3,3
201810003584,19.86358,19.800000000000004,4,2
201810003584,19.83222,19.800000000000004,5,1
201810003585,8.290554,8.11,1,5
201810003585,8.306867,8.11,2,4
201810003585,8.296746,8.11,3,3
201810003585,8.321723,8.11,4,2
201810003585,8.332822,8.11,5,1
201810003586,19.659151,19.800000000000004,1,5
201810003586,19.842545,19.800000000000004,2,4
201810003586,19.856466,19.800000000000004,3,3
201810003586,19.863194,19.800000000000004,4,2
201810003586,19.832188,19.800000000000004,5,1
201810003588,8.292288,16.11,1,6
201810003588,8.30838,16.11,2,5
201810003588,8.299139,16.11,3,4
201810003588,8.387998,16.11,4,3
201810003588,8.342144,16.11,5,2
201810003588,17.439741,16.11,6,1
201810003589,8.290926,8.11,1,5
201810003589,8.307115,8.11,2,4
201810003589,8.296811,8.11,3,3
201810003589,8.322237,8.11,4,2
201810003589,8.332315,8.11,5,1
201810003590,8.290078,8.11,1,5
201810003590,8.306677,8.11,2,4
201810003590,8.297133,8.11,3,3
201810003590,8.386256,8.11,4,2
201810003590,8.340892,8.11,5,1
201810003591,19.661747,19.800000000000004,1,5
201810003591,19.828863,19.800000000000004,2,4
201810003591,19.854761,19.800000000000004,3,3
201810003591,19.863316,19.800000000000004,4,2
201810003591,19.832233,19.800000000000004,5,1
201810003595,19.656876,19.800000000000004,1,5
201810003595,19.845713,19.800000000000004,2,4
201810003595,19.856127,19.800000000000004,3,3
201810003595,19.863432,19.800000000000004,4,2
201810003595,19.832138,19.800000000000004,5,1
201810003599,19.666904,19.800000000000004,1,5
201810003599,19.840006,19.800000000000004,2,4
201810003599,19.855936,19.800000000000004,3,3
201810003599,19.863483,19.800000000000004,4,2
201810003599,19.832142,19.800000000000004,5,1
201810003601,19.65663,15.110000000000005,1,5
201810003601,14.957409,15.110000000000005,2,4
201810003601,14.962003,15.110000000000005,3,3
201810003601,14.957916,15.110000000000005,4,2
201810003601,15.049983,15.110000000000005,5,1
201810003602,8.285599,16.11,1,6
