CASE ID,Predictions,TEST,Events from start,Events from end
199177,0.8882013,8.980956585648148,3,22
199177,8.069357,8.819463356481481,4,21
199177,9.714615,8.8194759375,5,20
199177,10.907514,8.8194759375,6,19
199177,12.302526,7.890948923611111,7,18
199177,13.561369,7.882439363425926,8,17
199177,14.349022,7.883327314814815,9,16
199177,13.210178,7.8830052777777775,10,15
199177,15.076096,7.8830052777777775,11,14
199177,13.453864,7.882454467592592,12,13
199177,12.86831,7.882454074074074,13,12
199177,14.51987,7.882454074074074,14,11
199177,14.633339,7.8818247222222215,15,10
199177,15.249343,7.881276180555555,16,9
199177,0.4220266,1.9432422685185187,17,8
199177,3.4962268,1.9432588425925927,18,7
199177,3.8506694,1.9432588425925927,19,6
199177,0.23357438,0.007531203703703704,20,5
199177,0.07589777,0.00014929398148148148,21,4
199177,-0.045841582,0.00014929398148148148,22,3
199177,0.13898632,0.0001492824074074074,23,2
199177,0.12365403,0.0001492824074074074,24,1
199180,1.0072459,0.0004268865740740741,1,2
199180,1.6076968,0.0004127430555555556,2,1
199183,1.0085363,16.32432337962963,1,26
199183,1.7353401,16.32431795138889,2,25
199183,0.9507773,16.32431795138889,3,24
199183,0.0798048,16.320857824074075,4,23
199183,1.5692759,16.32087091435185,5,22
199183,0.3707317,16.32087091435185,6,21
199183,0.6340112,16.311029756944443,7,20
199183,0.9968457,16.31915724537037,8,19
199183,7.7658534,16.30585175925926,9,18
199183,13.238031,16.302382002314815,10,17
199183,14.10638,16.2778475,11,16
199183,14.333683,16.276917453703703,12,15
199183,4.4870696,15.402339236111112,13,14
199183,5.7612324,15.348617719907407,14,13
199183,2.2776034,15.34839685185185,15,12
199183,11.917796,15.329567824074074,16,11
199183,10.43835,15.310944849537037,17,10
199183,11.204103,15.31097673611111,18,9
199183,11.764587,15.31097673611111,19,8
199183,13.012902,15.310964074074075,20,7
199183,13.750126,15.310963449074075,21,6
199183,13.473991,15.310963449074075,22,5
199183,1.066247,7.301865706018519,23,4
199183,3.7967038,0.04980997685185186,24,3
199183,7.189625,4.361111111111111e-05,25,2
199183,0.02312598,4.361111111111111e-05,26,1
199186,0.9882054,15.104289675925926,1,27
199186,1.4882733,15.104284108796298,2,26
199186,12.84988,15.10387173611111,3,25
199186,12.812223,15.10387173611111,4,24
199186,9.572074,15.099238055555556,5,23
199186,13.737123,15.100988888888889,6,22
199186,14.266224,15.099278981481481,7,21
199186,14.690482,15.099278981481481,8,20
199186,15.084498,15.099264513888889,9,19
199186,15.175602,15.099264236111111,10,18
199186,14.90914,15.099264236111111,11,17
199186,14.045431,15.096534618055555,12,16
199186,14.881229,15.062503182870369,13,15
199186,15.130512,15.062547222222223,14,14
199186,15.252088,15.062547222222223,15,13
199186,14.598748,15.062533854166666,16,12
199186,14.696488,15.062532199074072,17,11
199186,14.65111,15.062532199074072,18,10
199186,14.422451,15.06207158564815,19,9
199186,14.132904,6.910533969907408,20,8
199186,3.8317466,4.137132476851852,21,7
199186,3.755358,4.137148483796296,22,6
199186,2.9379332,4.137148483796296,23,5
199186,0.23329762,7.200231481481482e-05,24,4
199186,0.16022494,7.199074074074074e-05,25,3
199186,0.1056167,7.199074074074074e-05,26,2
199186,0.079650894,7.199074074074074e-05,27,1
199189,1.00686,51.93417905092593,1,26
199189,1.865181,51.93417671296296,2,25
199189,13.006982,51.933817060185184,3,24
199189,13.369124,51.933817060185184,4,23
199189,14.087413,51.85077820601852,5,22
199189,13.376376,51.85261071759259,6,21
199189,11.582815,51.85080440972222,7,20
199189,14.300415,51.85080440972222,8,19
199189,14.906939,51.850790243055556,9,18
199189,14.85455,51.85078996527777,10,17
199189,14.809158,51.85078996527777,11,16
199189,13.580152,51.84922608796296,12,15
199189,5.966768,43.743945706018515,13,14
199189,5.1150837,37.531770289351854,14,13
199189,9.685503,34.74929011574074,15,12
199189,6.72411,32.848493946759255,16,11
199189,3.6580172,30.557811064814818,17,10
199189,2.2546687,30.55785199074074,18,9
199189,10.145413,30.557851979166664,19,8
199189,14.862934,30.557838460648146,20,7
199189,15.142604,30.557838159722223,21,6
199189,15.22304,30.557838159722223,22,5
199189,15.262124,30.55659767361111,23,4
199189,3.2991714,8.896101828703703,24,3
199189,3.829496,1.1574074074074074e-08,25,2
199189,3.670446,1.1574074074074074e-08,26,1
199192,0.9844219,0.13377983796296294,1,4
199192,1.4821461,0.13377844907407407,2,3
199192,1.1364654,0.13377844907407407,3,2
199192,0.082767345,3.475694444444445e-05,4,1
199195,1.0030365,0.0003732291666666667,1,2
199195,1.5485063,0.00036940972222222225,2,1
199198,0.9836503,1.0649808796296296,1,8
199198,1.4833552,1.0649785069444444,2,7
199198,1.133566,1.0649785069444444,3,6
199198,7.6242766,0.9352145833333333,4,5
199198,2.4485052,0.9346018287037037,5,4
199198,9.773561,0.9346155092592593,6,3
199198,11.386445,0.9346155092592593,7,2
199198,0.035592325,3.6342592592592596e-05,8,1
199201,1.0079756,0.006055405092592593,1,5
199201,1.7203435,0.006049733796296296,2,4
199201,0.91936386,0.006049733796296296,3,3
199201,7.716923,0.0020837152777777776,4,2
199201,0.058167487,4.655092592592593e-05,5,1
199204,1.007081,8.972908622685186,1,18
199204,1.5926452,8.972905254629628,2,17
199204,12.877989,8.972431516203704,3,16
199204,13.281835,8.972431516203704,4,15
199204,13.930564,8.832636018518519,5,14
199204,13.747,8.672817407407408,6,13
199204,14.484745,8.069484548611111,7,12
199204,14.972176,8.059114594907408,8,11
199204,14.878637,8.062204444444445,9,10
199204,14.64339,8.05970994212963,10,9
199204,14.907348,8.05970994212963,11,8
199204,14.590184,8.059129675925925,12,7
199204,14.870903,8.059129328703703,13,6
199204,15.233616,8.059129328703703,14,5
199204,15.129871,8.000973715277777,15,4
199204,15.258238,7.916434108796296,16,3
199204,14.9066725,4.181712962962963e-05,17,2
199204,0.2452904,4.181712962962963e-05,18,1
199207,0.9996522,16.071305949074073,1,36
199207,1.543877,16.071304166666668,2,35
199207,0.96395916,16.071304166666668,3,34
199207,7.669019,16.05110212962963,4,33
199207,2.2293148,16.049449907407407,5,32
199207,9.625845,16.049465775462963,6,31
199207,10.661733,16.049465775462963,7,30
199207,13.33295,15.911633506944444,8,29
199207,13.720927,15.693847465277779,9,28
199207,14.521241,15.136513738425926,10,27
199207,14.65953,15.130542407407408,11,26
199207,14.789899,15.13612193287037,12,25
199207,12.318598,15.130579166666667,13,24
199207,14.254849,15.130579166666667,14,23
199207,13.703956,15.130559062500001,15,22
199207,14.003588,15.13055851851852,16,21
199207,14.333015,15.13055851851852,17,20
199207,12.090428,15.129009988425926,18,19
199207,5.7296114,7.085958831018519,19,18
199207,11.197702,7.02684636574074,20,17
199207,0.23742244,6.139358055555555,21,16
199207,1.9597049,6.139373229166666,22,15
199207,2.1466484,6.139373229166666,23,14
199207,2.329506,1.1758076041666667,24,13
199207,0.33998942,1.1758076041666667,25,12
199207,1.9934243,1.1458905671296298,26,11
199207,1.1855646,1.1380189814814814,27,10
199207,0.989963,0.15399070601851853,28,9
199207,1.4043442,0.15399070601851853,29,8
199207,1.425711,0.0557653125,30,7
199207,1.5602856,0.03585627314814815,31,6
199207,1.2925296,0.0010514699074074074,32,5
199207,0.15475892,9.611111111111112e-05,33,4
199207,0.02501202,9.611111111111112e-05,34,3
199207,0.033373967,9.611111111111112e-05,35,2
199207,0.06874091,9.611111111111112e-05,36,1
199210,0.9992705,9.327791296296295,1,13
199210,1.544473,9.327788935185186,2,12
199210,12.869401,9.327431481481481,3,11
199210,13.153497,9.327431481481481,4,10
199210,13.940145,9.186778703703704,5,9
199210,14.2161665,8.16250726851852,6,8
199210,14.699381,7.224711759259259,7,7
199210,15.0859995,6.369450509259259,8,6
199210,15.169625,5.0730541203703705,9,5
199210,15.215188,4.210068541666667,10,4
199210,9.756786,1.342439849537037,11,3
199210,11.538075,0.22006603009259262,12,2
199210,0.060260564,2.7488425925925926e-05,13,1
199213,0.97788906,22.014974375,1,21
199213,1.4957606,22.014972743055555,2,20
199213,12.856729,22.01460318287037,3,19
199213,13.152101,22.01460318287037,4,18
199213,13.919709,21.86083375,5,17
199213,14.36369,21.862360717592594,6,16
199213,14.649346,21.86086578703704,7,15
199213,15.100087,21.86086578703704,8,14
199213,15.147859,21.86085105324074,9,13
199213,15.194205,21.860850520833335,10,12
199213,15.159812,21.860850520833335,11,11
199213,8.580382,13.85645767361111,12,10
199213,11.2404585,12.721149212962962,13,9
199213,12.114955,11.094869351851852,14,8
199213,0.20031175,6.0469946875,15,7
199213,2.71903,6.047019849537037,16,6
199213,1.7394663,6.047019849537037,17,5
199213,0.75236344,6.965277777777777e-05,18,4
199213,0.27874765,6.965277777777777e-05,19,3
199213,0.2061846,6.965277777777777e-05,20,2
199213,-0.021842696,6.965277777777777e-05,21,1
199216,0.9902386,1.0270169791666668,1,7
199216,1.5419898,1.0270061342592594,2,6
199216,0.9570083,1.0270061342592594,3,5
199216,7.6183968,0.9458427777777778,4,4
199216,9.520108,0.945854826388889,5,3
199216,9.902212,0.945854826388889,6,2
199216,-0.026709963,4.086805555555556e-05,7,1
199219,0.9551964,0.00037751157407407406,1,2
199219,1.4756073,0.00037238425925925926,2,1
199222,1.0074958,3.13311144675926,1,38
199222,1.7278796,3.133107766203704,2,37
199222,12.955373,3.132651712962963,3,36
199222,13.371183,3.132651712962963,4,35
199222,11.001511,3.120017800925926,5,34
199222,13.510074,3.125778136574074,6,33
199222,11.551997,3.120591400462963,7,32
199222,14.980827,3.120591400462963,8,31
199222,14.948675,3.1200336574074075,9,30
199222,14.994202,3.120033333333333,10,29
199222,15.092029,3.120033333333333,11,28
199222,13.941798,3.114284872685185,12,27
199222,14.690057,3.1070708333333332,13,26
199222,4.474365,2.0603563541666667,14,25
199222,3.6171567,2.060385451388889,15,24
199222,3.448168,2.060385451388889,16,23
199222,1.4352756,2.0519614814814817,17,22
199222,1.8692379,1.9969127430555556,18,21
199222,1.1426613,1.9552159837962961,19,20
199222,0.4573273,1.943735798611111,20,19
199222,0.77247787,1.943735798611111,21,18
199222,0.78263193,1.8136705208333332,22,17
199222,1.3355814,1.8137133912037038,23,16
199222,3.6412477,1.8137133912037038,24,15
199222,3.3967297,1.8136970949074074,25,14
199222,3.6485963,1.8136963425925927,26,13
199222,4.221712,1.8136963425925927,27,12
199222,1.8094835,1.8106275115740742,28,11
199222,2.1171548,1.0912225,29,10
199222,2.4459553,1.0894921412037037,30,9
199222,0.71219265,0.18024033564814815,31,8
199222,0.6291864,0.18026065972222222,32,7
199222,0.7873479,0.18026065972222222,33,6
199222,1.6039854,0.03253744212962963,34,5
199222,0.18707512,7.225694444444445e-05,35,4
199222,-0.053543396,7.225694444444445e-05,36,3
199222,0.06806422,7.224537037037037e-05,37,2
199222,0.052484438,7.224537037037037e-05,38,1
199225,0.9600017,0.0705717013888889,1,4
199225,1.5022984,0.07057038194444444,2,3
199225,1.0664997,0.07057038194444444,3,2
199225,0.08270063,4.563657407407407e-05,4,1
199228,1.0064726,31.173614814814812,1,22
199228,1.8688233,31.173609618055554,2,21
199228,12.93588,31.17323045138889,3,20
199228,13.381162,31.17323045138889,4,19
199228,14.163203,31.0523021875,5,18
199228,14.284678,30.836717395833332,6,17
199228,14.817684,30.21638021990741,7,16
199228,14.97938,30.22016899305555,8,15
199228,14.839069,30.216959074074072,9,14
199228,14.830915,30.216959074074072,10,13
199228,14.858445,30.216407199074073,11,12
199228,14.426098,30.21640652777778,12,11
199228,15.182002,30.21640652777778,13,10
199228,3.1317372,22.231816863425927,14,9
199228,3.76519,21.062643171296298,15,8
199228,3.9647262,13.959475335648149,16,7
199228,3.8136773,12.227877824074076,17,6
199228,4.612656,12.22772096064815,18,5
199228,5.6486273,10.087684722222221,19,4
199228,11.553002,10.020419791666667,20,3
199228,12.870378,3.0196759259259258e-05,21,2
199228,0.15350686,3.0196759259259258e-05,22,1
199231,1.0073879,0.05942241898148148,1,4
199231,1.6779138,0.05941719907407407,2,3
199231,0.9108539,0.05941719907407407,3,2
199231,0.084520645,3.267361111111111e-05,4,1
199234,0.9463379,0.0004378240740740741,1,2
199234,1.5105118,0.0004354861111111111,2,1
199237,0.9458016,0.00040295138888888884,1,2
199237,1.5161141,0.0004011458333333333,2,1
199240,0.9456824,0.0004315393518518518,1,2
199240,1.5173644,0.0004295949074074074,2,1
199243,0.9591657,0.0004076967592592593,1,2
199243,1.5757631,0.00038255787037037034,2,1
199246,0.9572983,0.027868437500000003,1,4
199246,1.5867877,0.027865127314814817,2,3
199246,0.95658594,0.027865127314814817,3,2
199246,0.08000542,5.052083333333333e-05,4,1
199249,0.9549225,0.9413901967592593,1,7
199249,1.6014369,0.9413877546296296,2,6
199249,12.889974,0.9409973148148149,3,5
199249,13.345398,0.9409973148148149,4,4
199249,2.6340516,0.04523387731481481,5,3
199249,6.0661764,0.006600520833333333,6,2
199249,0.5214458,3.508101851851852e-05,7,1
199252,1.0063306,0.0004066319444444445,1,2
199252,1.8141061,0.00039624999999999996,2,1
199255,0.96881753,0.0003970023148148148,1,2
199255,1.643896,0.0003944212962962963,2,1
199258,1.0065576,5.019197870370371,1,11
199258,1.8425286,5.019196608796296,2,10
199258,12.990693,5.018846608796296,3,9
199258,13.377746,5.018846608796296,4,8
199258,14.110116,4.080599016203704,5,7
199258,14.106467,3.0421428935185184,6,6
199258,14.301285,3.0318827430555553,7,5
199258,15.236809,3.012260810185185,8,4
199258,14.94479,2.138861527777778,9,3
199258,15.310443,0.8643331944444446,10,2
199258,0.045668777,1.6863425925925928e-05,11,1
199261,0.9714805,11.151772094907408,1,11
199261,1.658797,11.151769699074075,2,10
199261,0.9127281,11.151769699074075,3,9
199261,7.6277113,11.14431050925926,4,8
199261,9.339831,11.144334293981482,5,7
199261,10.454039,11.144334293981482,6,6
199261,12.480116,10.142537708333334,7,5
199261,13.343323,10.103126736111111,8,4
199261,14.30281,10.030717719907408,9,3
199261,14.8668375,10.019439652777779,10,2
199261,0.08555876,1.9305555555555555e-05,11,1
199264,0.97042346,0.005109421296296297,1,4
199264,1.6637862,0.0051067476851851855,2,3
199264,0.91386473,0.0051067476851851855,3,2
199264,0.07930043,3.163194444444445e-05,4,1
199267,0.9595081,0.00042788194444444444,1,2
199267,1.6481763,0.0004262962962962963,2,1
199270,0.969237,10.078760960648149,1,20
199270,1.6967585,10.078751423611111,2,19
199270,0.91945934,10.078751423611111,3,18
199270,7.6284513,10.0584275,4,17
199270,2.9801972,10.058191516203703,5,16
199270,10.487153,10.058205752314814,6,15
199270,11.784681,10.058205752314814,7,14
199270,13.093572,10.056942685185184,8,13
199270,14.075764,9.080364699074075,9,12
199270,14.776318,8.99384636574074,10,11
199270,15.05924,8.99570105324074,11,10
199270,14.041598,8.993884097222223,12,9
199270,14.723292,8.993884097222223,13,8
199270,14.912532,8.993864305555556,14,7
199270,14.157333,8.993863877314816,15,6
199270,14.6463585,8.993863877314816,16,5
199270,3.8915465,1.1888613657407407,17,4
199270,8.576754,0.0036280208333333334,18,3
199270,0.2504618,2.8587962962962966e-05,19,2
199270,0.50940573,2.8587962962962966e-05,20,1
199273,1.0014892,24.033590462962962,1,41
199273,1.8242935,24.033588506944444,2,40
199273,12.982413,24.033174918981484,3,39
199273,13.373665,24.033174918981484,4,38
199273,14.095929,24.029844224537037,5,37
199273,14.54964,24.03073304398148,6,36
199273,11.964509,24.030423113425925,7,35
199273,15.024622,24.030423113425925,8,34
199273,14.496609,24.029870902777777,9,33
199273,14.880719,24.029870613425924,10,32
199273,14.516528,24.029870613425924,11,31
199273,12.699855,24.02757082175926,12,30
199273,9.239349,16.12699707175926,13,29
199273,12.947173,15.870941481481482,14,28
199273,12.901372,15.212181805555554,15,27
199273,13.126136,15.205540069444444,16,26
199273,2.1199472,13.248141446759261,17,25
199273,3.5277097,13.24816153935185,18,24
199273,3.258588,13.24816153935185,19,23
199273,0.48726934,13.029608483796295,20,22
199273,0.34941608,9.011124363425926,21,21
199273,-0.011114666,9.011124363425926,22,20
199273,1.8811307,8.972744733796297,23,19
199273,1.5956401,8.972240462962963,24,18
199273,1.8387283,8.966096203703705,25,17
199273,1.8983624,8.964612222222224,26,16
199273,1.898307,8.953252708333332,27,15
199273,1.9362367,8.924622349537037,28,14
199273,1.1559904,8.261617916666665,29,13
199273,1.1460712,8.245266134259259,30,12
199273,2.3037844,8.145413622685185,31,11
199273,1.9757906,8.141553784722221,32,10
199273,1.4221063,7.911705844907408,33,9
199273,1.3199395,7.911705844907408,34,8
199273,1.4061989,7.227823472222222,35,7
199273,0.82610065,7.215363275462963,36,6
199273,0.85151684,7.209598125,37,5
199273,0.8231883,3.0191122106481485,38,4
199273,1.302932,2.023510150462963,39,3
199273,0.1647653,4.804398148148148e-05,40,2
199273,-0.049080756,4.804398148148148e-05,41,1
199276,0.9375944,0.0003841550925925926,1,2
199276,1.6247152,0.0003825694444444445,2,1
199279,0.9686314,10.955076111111111,1,21
199279,1.7264547,10.955073703703704,2,20
199279,12.922482,10.95457892361111,3,19
199279,13.370134,10.95457892361111,4,18
199279,9.5633135,9.9693640625,5,17
199279,13.019694,9.020041099537037,6,16
199279,14.339114,9.024353148148148,7,15
199279,14.719776,9.02007616898148,8,14
199279,13.755495,9.02007616898148,9,13
199279,14.575641,9.020063645833332,10,12
199279,14.742112,9.020063125,11,11
199279,15.029308,9.020063125,12,10
199279,5.543308,2.0207154282407407,13,9
199279,3.4764888,2.0188523726851852,14,8
199279,2.7820318,2.0188804166666667,15,7
199279,1.511319,2.0188804166666667,16,6
199279,0.5602296,0.005754710648148148,17,5
199279,0.103791445,9.967592592592592e-05,18,4
199279,0.16460837,9.967592592592592e-05,19,3
199279,0.22526965,9.967592592592592e-05,20,2
199279,0.117354445,9.967592592592592e-05,21,1
199282,0.94209814,0.009233761574074075,1,4
199282,1.6534418,0.009232245370370372,2,3
199282,0.9678782,0.009232245370370372,3,2
199282,0.0788319,4.372685185185185e-05,4,1
199285,0.9998988,8.831111203703705,1,18
199285,1.8363062,8.831109537037037,2,17
199285,12.987389,8.830522696759258,3,16
199285,13.374259,8.830522696759258,4,15
199285,14.10386,8.819050694444444,5,14
199285,14.542784,8.82073400462963,6,13
199285,14.747199,8.819074305555556,7,12
199285,14.639142,8.819074305555556,8,11
199285,14.389402,8.819064664351853,9,10
199285,14.964558,8.819064351851852,10,9
199285,14.515496,8.819064351851852,11,8
199285,1.3328458,2.030630659722222,12,7
199285,2.0634484,2.0307056597222224,13,6
199285,2.7423167,2.0307056597222224,14,5
199285,0.47779378,8.834490740740741e-05,15,4
199285,0.105920725,8.834490740740741e-05,16,3
199285,-0.008472254,8.834490740740741e-05,17,2
199285,-0.053646773,8.834490740740741e-05,18,1
199288,0.99371326,0.9790518055555556,1,5
199288,1.833181,0.9790488078703703,2,4
199288,12.969716,0.9786231944444443,3,3
199288,13.373677,0.9786231944444443,4,2
199288,-0.06451789,1.7488425925925923e-05,5,1
199291,0.9417151,0.021982199074074074,1,4
199291,1.7399219,0.021967673611111113,2,3
199291,0.9192272,0.021967673611111113,3,2
199291,0.08231328,3.479166666666666e-05,4,1
199294,0.98573583,16.804532060185185,1,22
199294,1.8816967,16.80452841435185,2,21
199294,13.001987,16.80410875,3,20
199294,13.381979,16.80410875,4,19
199294,10.81796,15.849827523148148,5,18
199294,13.048468,15.854959699074072,6,17
199294,14.14991,15.850462777777777,7,16
199294,13.985688,15.850462777777777,8,15
199294,14.934587,15.849857997685184,9,14
199294,15.0717125,15.849857662037037,10,13
199294,15.1942215,15.849857662037037,11,12
199294,14.080039,15.84855346064815,12,11
199294,6.12012,7.989621203703703,13,10
199294,12.243688,6.74104662037037,14,9
199294,11.327723,3.010225625,15,8
199294,1.7694973,2.9955023148148148,16,7
199294,1.604866,2.9955250462962963,17,6
199294,2.5724864,2.9955250462962963,18,5
199294,0.637511,8.459490740740742e-05,19,4
199294,0.48551422,8.459490740740742e-05,20,3
199294,0.44191453,8.458333333333333e-05,21,2
199294,0.21520707,8.458333333333333e-05,22,1
199297,0.98630244,30.710598263888887,1,17
199297,1.8882165,30.710596388888888,2,16
199297,12.999558,30.71013552083333,3,15
199297,13.387092,30.71013552083333,4,14
199297,11.014249,29.722855370370368,5,13
199297,13.042166,28.92889303240741,6,12
199297,14.149763,28.79073579861111,7,11
199297,14.737554,27.929895,8,10
199297,14.943685,26.641946122685184,9,9
199297,14.910713,25.778378078703703,10,8
199297,15.0503,25.777970381944442,11,7
199297,10.09418,22.91255962962963,12,6
199297,11.952193,21.79391871527778,13,5
199297,15.15585,21.575247476851853,14,4
199297,15.491651,20.516905590277776,15,3
199297,15.673588,18.695287175925927,16,2
199297,0.0039695795,8.101851851851852e-08,17,1
199300,0.9352296,0.00036635416666666663,1,2
199300,1.7392663,0.00036447916666666665,2,1
199303,0.95466244,14.747865150462964,1,20
199303,1.8377275,14.747863553240741,2,19
199303,12.954695,14.747512337962965,3,18
199303,13.374168,14.747512337962965,4,17
199303,10.891549,13.738800983796297,5,16
199303,13.023491,13.741379340277778,6,15
199303,11.600225,13.738835810185186,7,14
199303,14.855687,13.73883579861111,8,13
199303,14.4940195,13.738824421296295,9,12
199303,15.055081,13.738823935185186,10,11
199303,15.18715,13.738823935185186,11,10
199303,14.818897,13.736356122685185,12,9
199303,7.1498647,5.9312659722222225,13,8
199303,3.010044,5.015457025462963,14,7
199303,2.7423904,5.015478402777777,15,6
199303,0.7621296,5.015478402777777,16,5
199303,0.4947214,7.643518518518519e-05,17,4
199303,0.13694394,7.643518518518519e-05,18,3
199303,0.083267905,7.643518518518519e-05,19,2
199303,0.12047421,7.643518518518519e-05,20,1
199306,0.93722224,1.9217421990740742,1,7
199306,1.7669146,1.9217397800925926,2,6
199306,12.922429,1.9212798263888888,3,5
199306,13.373752,1.9212798263888888,4,4
199306,11.00619,1.0032667592592592,5,3
199306,13.788681,0.020903969907407408,6,2
199306,0.12111808,5.039351851851852e-05,7,1
199309,0.9373771,0.00038886574074074073,1,2
199309,1.7844927,0.0003871527777777778,2,1
199312,0.9265589,0.008363622685185184,1,4
199312,1.7204471,0.008362361111111112,2,3
199312,0.908615,0.008362361111111112,3,2
199312,0.08091882,4.979166666666666e-05,4,1
199315,0.94443125,0.00048259259259259257,1,2
199315,1.8289527,0.00048050925925925925,2,1
199318,0.9485154,31.739807719907407,1,31
199318,1.8515507,31.739805671296295,2,30
199318,12.95978,31.739362187500003,3,29
199318,13.375307,31.739362187500003,4,28
199318,14.158738,31.735255439814814,5,27
199318,14.228556,31.73561340277778,6,26
199318,11.595921,31.73528396990741,7,25
199318,15.044714,31.73528396990741,8,24
199318,14.880117,31.735272071759262,9,23
199318,15.092373,31.73527162037037,10,22
199318,14.881908,31.73527162037037,11,21
199318,14.709122,31.733934016203705,12,20
199318,14.9974785,31.73348392361111,13,19
199318,2.5837774,17.849697685185184,14,18
199318,3.6237571,9.777982685185185,15,17
199318,12.974137,9.778015775462963,16,16
199318,8.151092,9.778015775462963,17,15
199318,2.7321637,9.778002349537038,18,14
199318,2.4457726,9.778001736111111,19,13
199318,1.6311762,9.778001736111111,20,12
199318,1.974256,9.77580457175926,21,11
199318,1.4911017,9.77583550925926,22,10
199318,3.7549896,9.77583550925926,23,9
199318,13.82547,9.775823078703704,24,8
199318,14.594747,9.77582275462963,25,7
199318,14.985418,9.77582275462963,26,6
199318,13.9935055,9.770426041666667,27,5
199318,11.38292,1.9594718171296295,28,4
199318,13.339268,0.9001415856481481,29,3
199318,9.845732,3.488425925925926e-05,30,2
199318,0.42798778,3.488425925925926e-05,31,1
199321,0.92916185,0.014812962962962962,1,4
199321,1.7540255,0.0148084375,2,3
199321,0.91895473,0.0148084375,3,2
199321,0.07890389,4.804398148148148e-05,4,1
199324,0.9923024,0.07607594907407408,1,9
199324,1.8321887,0.07607177083333333,2,8
199324,0.90289843,0.07607177083333333,3,7
199324,8.086924,0.06842585648148147,4,6
199324,9.973,0.06844137731481481,5,5
199324,10.9493,0.06844137731481481,6,4
199324,12.481036,0.016466921296296295,7,3
199324,13.327205,0.003483611111111111,8,2
199324,-0.006559013,3.677083333333334e-05,9,1
199327,0.9387758,0.03469027777777778,1,4
199327,1.8357472,0.03468880787037037,2,3
199327,0.9156949,0.03468880787037037,3,2
199327,0.10348739,3.625e-05,4,1
199330,0.9293816,7.819231157407408,1,22
199330,1.7859492,7.819217916666666,2,21
199330,0.9181864,7.819217916666666,3,20
199330,7.7501473,7.790640266203704,4,19
199330,9.65256,7.7906558680555555,5,18
199330,10.675231,7.7906558680555555,6,17
199330,12.161032,7.757122106481481,7,16
199330,13.143026,7.759396643518518,8,15
199330,13.874792,7.757152002314815,9,14
199330,14.571413,7.757152002314815,10,13
199330,15.076697,7.757139027777778,11,12
199330,14.787614,7.757138703703704,12,11
199330,14.6742735,7.757138703703704,13,10
199330,14.772371,7.756215532407407,14,9
199330,14.913417,7.756263888888888,15,8
199330,15.300904,7.756263888888888,16,7
199330,14.316464,7.756236180555556,17,6
199330,12.882258,7.756235428240741,18,5
199330,13.7622175,7.756235428240741,19,4
199330,14.117039,7.7544484375,20,3
199330,14.7004,2.6168981481481484e-05,21,2
199330,0.09756205,2.6168981481481484e-05,22,1
199333,0.9841381,16.713281666666667,1,49
199333,1.8673259,16.71327803240741,2,48
199333,12.9254,16.712783564814814,3,47
199333,13.394323,16.712783564814814,4,46
199333,14.1689005,16.679983171296296,5,45
199333,14.511357,16.681792673611113,6,44
