CASE ID,A_ACCEPTED,A_CANCELLED,A_DECLINED,TEST_A_ACCEPTED,TEST_A_CANCELLED,TEST_A_DECLINED,Events from start,Events from end
173751,0.0004760027,0.001548022,0.0018521249,0,0,0,17,3
173751,0.00013405085,0.0017100871,0.001098603,0,0,0,18,2
173751,0.00012099743,0.0025560558,0.0010451674,0,0,0,19,1
173757,0.3506395,0.1741567,0.64246345,0,0,1,1,2
173757,0.34999356,0.17384836,0.64307326,0,0,1,2,1
173760,0.3506344,0.17415616,0.6424634,1,0,0,1,20
173760,0.3499189,0.17383635,0.6430779,1,0,0,2,19
173760,0.7170582,0.39742562,0.2735895,1,0,0,3,18
173760,0.7596468,0.4238668,0.24832729,1,0,0,4,17
173760,0.76257235,0.46961826,0.2226786,1,0,0,5,16
173760,0.0037476122,0.43057823,0.15243423,0,0,0,6,15
173760,0.0027707815,0.39585406,0.19422379,0,0,0,7,14
173760,0.002322942,0.35452032,0.20265129,0,0,0,8,13
173760,0.003111869,0.38569468,0.20632905,0,0,0,9,12
173760,0.003941804,0.39042422,0.19461593,0,0,0,10,11
173760,0.005076915,0.40136233,0.1956456,0,0,0,11,10
173760,0.008490533,0.42872712,0.18723148,0,0,0,12,9
173760,0.009684831,0.4507814,0.17516482,0,0,0,13,8
173760,0.0011163056,0.17800224,0.21554172,0,0,0,14,7
173760,0.003156662,0.07279852,0.2962972,0,0,0,15,6
173760,0.0036726594,0.054103285,0.27571893,0,0,0,16,5
173760,0.0005918443,0.0018095672,0.002261132,0,0,0,17,4
173760,0.00018715858,0.0019547343,0.0012130439,0,0,0,18,3
173760,0.0001116097,0.0023839772,0.001293689,0,0,0,19,2
173760,0.00013872981,0.003147304,0.0013125241,0,0,0,20,1
173766,0.35065806,0.17416003,0.6424594,0,1,0,1,16
173766,0.35021526,0.1738792,0.64307356,0,1,0,2,15
173766,0.7199273,0.39883655,0.27016896,0,1,0,3,14
173766,0.7599297,0.42416608,0.24931735,0,1,0,4,13
173766,0.7485895,0.46635038,0.23528141,0,1,0,5,12
173766,0.6888098,0.5264691,0.19982466,0,1,0,6,11
173766,0.62043136,0.5786483,0.19764853,0,1,0,7,10
173766,0.56734806,0.6278848,0.20852745,0,1,0,8,9
173766,0.49522805,0.6683068,0.20630434,0,1,0,9,8
173766,0.43275014,0.6958997,0.1439788,0,1,0,10,7
173766,0.4276355,0.7169076,0.11851382,0,1,0,11,6
173766,0.3772046,0.7450827,0.10896829,0,1,0,12,5
173766,0.315126,0.77593404,0.10138449,0,1,0,13,4
173766,0.2601745,0.80387133,0.09838003,0,1,0,14,3
173766,0.24585676,0.8246237,0.102735996,0,1,0,15,2
173766,0.0013117194,0.0052699447,0.0020253956,0,0,0,16,1
173787,0.35064983,0.17416018,0.64245814,1,1,0,1,25
173787,0.35014772,0.17383978,0.6431646,1,1,0,2,24
173787,0.71438843,0.3961641,0.2765168,1,1,0,3,23
173787,0.7558726,0.42222342,0.251432,1,1,0,4,22
173787,0.75922275,0.4689104,0.22501352,1,1,0,5,21
173787,0.0037704706,0.42990792,0.15212202,0,1,0,6,20
173787,0.0025292635,0.3778805,0.19648683,0,1,0,7,19
173787,0.0021890998,0.33932337,0.20749703,0,1,0,8,18
173787,0.0025990605,0.33650148,0.2205011,0,1,0,9,17
173787,0.0028042197,0.33006248,0.22015497,0,1,0,10,16
173787,0.0027204752,0.3192932,0.21974605,0,1,0,11,15
173787,0.0032722354,0.35416973,0.21163967,0,1,0,12,14
173787,0.00083214045,0.108802915,0.24294516,0,1,0,13,13
173787,0.0009941757,0.18547767,0.1996074,0,1,0,14,12
173787,0.0009911656,0.19372669,0.20165533,0,1,0,15,11
173787,0.0010075569,0.19840205,0.20121658,0,1,0,16,10
173787,0.0010231733,0.2033067,0.20024556,0,1,0,17,9
173787,0.0016615391,0.2649986,0.18801036,0,1,0,18,8
173787,0.0030342937,0.30052993,0.1767984,0,1,0,19,7
173787,0.0041536093,0.3175638,0.17691332,0,1,0,20,6
173787,0.0024450123,0.3269191,0.1879186,0,1,0,21,5
173787,0.0024847388,0.38110292,0.17382953,0,1,0,22,4
173787,0.0025909543,0.44359192,0.15350696,0,1,0,23,3
173787,0.00097191334,0.0026046038,0.0016809404,0,0,0,24,2
173787,0.0003979206,0.0032130778,0.010825753,0,0,0,25,1
173793,0.35064834,0.17416018,0.6424578,1,0,0,1,26
173793,0.35013205,0.17383304,0.6431773,1,0,0,2,25
173793,0.7138243,0.39589936,0.27717438,1,0,0,3,24
173793,0.75629425,0.42241666,0.2510805,1,0,0,4,23
173793,0.7611151,0.46973574,0.22394073,1,0,0,5,22
173793,0.6908858,0.5266081,0.20081303,1,0,0,6,21
173793,0.0032408535,0.4385295,0.15254289,0,0,0,7,20
173793,0.0019402802,0.3674364,0.20744109,0,0,0,8,19
173793,0.0018573403,0.33966476,0.22141662,0,0,0,9,18
173793,0.0023034215,0.3255582,0.22189954,0,0,0,10,17
173793,0.0022976995,0.29305965,0.22135305,0,0,0,11,16
173793,0.0022276044,0.26496938,0.22131658,0,0,0,12,15
173793,0.002256751,0.27226016,0.21601689,0,0,0,13,14
173793,0.0024976134,0.3341452,0.20767155,0,0,0,14,13
173793,0.00503996,0.39561063,0.18221807,0,0,0,15,12
173793,0.0013183951,0.077794015,0.18760508,0,0,0,16,11
173793,0.0024514198,0.049269646,0.28248954,0,0,0,17,10
173793,0.0035966635,0.07633445,0.2561553,0,0,0,18,9
173793,0.0015358329,0.04183975,0.23336717,0,0,0,19,8
173793,0.003187716,0.0798789,0.221023,0,0,0,20,7
173793,0.002261132,0.07515007,0.20429489,0,0,0,21,6
173793,0.0014472902,0.035094947,0.21395689,0,0,0,22,5
173793,0.0005053878,0.001739949,0.002117604,0,0,0,23,4
173793,0.000116318464,0.0018250048,0.0011959076,0,0,0,24,3
173793,8.291006e-05,0.0021075308,0.0011012554,0,0,0,25,2
173793,9.1165304e-05,0.0023810863,0.0011950135,0,0,0,26,1
173802,0.35063547,0.17415974,0.64245534,0,0,1,1,4
173802,0.34991974,0.17379212,0.6432006,0,0,1,2,3
173802,0.3615365,0.17220587,0.6492473,0,0,1,3,2
173802,0.0004864931,0.0020848513,0.003360033,0,0,0,4,1
173808,0.35064757,0.1741611,0.64245564,0,0,1,1,2
173808,0.3501337,0.17381749,0.64322037,0,0,1,2,1
173829,0.35058373,0.17415234,0.64246553,0,0,1,1,8
173829,0.35026044,0.17392132,0.64295876,0,0,1,2,7
173829,0.35507888,0.17183182,0.6493927,0,0,1,3,6
173829,0.7221893,0.3972532,0.26809445,0,0,1,4,5
173829,0.71597207,0.39948103,0.26961112,0,0,1,5,4
173829,0.74434143,0.43914488,0.26777393,0,0,1,6,3
173829,0.65175515,0.48088452,0.24778578,0,0,1,7,2
173829,0.0018357933,0.006933689,0.0026851892,0,0,0,8,1
173835,0.35058263,0.17415288,0.6424647,1,1,0,1,20
173835,0.35021967,0.1738964,0.64301157,1,1,0,2,19
173835,0.7357743,0.40889558,0.25292486,1,1,0,3,18
173835,0.77370507,0.4308767,0.24251857,1,1,0,4,17
173835,0.7473489,0.46646115,0.23831627,1,1,0,5,16
173835,0.6964434,0.52832896,0.19888178,1,1,0,6,15
173835,0.62982893,0.5804371,0.19464663,1,1,0,7,14
173835,0.0028606653,0.44638756,0.16704598,0,1,0,8,13
173835,0.0020936131,0.41061184,0.2183218,0,1,0,9,12
173835,0.0024920404,0.38035494,0.22405368,0,1,0,10,11
173835,0.0028633177,0.3781249,0.22234532,0,1,0,11,10
173835,0.0029838681,0.37351662,0.22073305,0,1,0,12,9
173835,0.003073454,0.37530136,0.21931225,0,1,0,13,8
173835,0.0038189888,0.40592948,0.20175314,0,1,0,14,7
173835,0.004830569,0.42200038,0.19781598,0,1,0,15,6
173835,0.0076759756,0.46094197,0.17793056,0,1,0,16,5
173835,0.0075574815,0.5094763,0.1551849,0,1,0,17,4
173835,0.007114649,0.5720978,0.13096157,0,1,0,18,3
173835,0.00087702274,0.0026186407,0.0016486645,0,0,0,19,2
173835,0.00039198995,0.0035471916,0.01132369,0,0,0,20,1
173838,0.35058284,0.17415306,0.64246434,0,0,1,1,2
173838,0.35022926,0.17389435,0.64302194,0,0,1,2,1
173841,0.3505825,0.17415321,0.64246404,0,1,0,1,7
173841,0.3502116,0.17388609,0.6430369,0,1,0,2,6
173841,0.7354353,0.40855998,0.25334054,0,1,0,3,5
173841,0.7735852,0.4308021,0.24247703,0,1,0,4,4
173841,0.748925,0.46646902,0.23601371,0,1,0,5,3
173841,0.69657826,0.5283197,0.19898856,0,1,0,6,2
173841,0.002385497,0.0066971183,0.0020624697,0,0,0,7,1
173844,0.35058182,0.17415369,0.64246297,1,0,0,1,20
173844,0.35015905,0.17386585,0.64306843,1,0,0,2,19
173844,0.73459,0.40782177,0.25431484,1,0,0,3,18
173844,0.77324116,0.43060762,0.24243626,1,0,0,4,17
173844,0.7545807,0.46789116,0.2301502,1,0,0,5,16
173844,0.6936756,0.5265942,0.19936478,1,0,0,6,15
173844,0.62693465,0.5794201,0.19540459,1,0,0,7,14
173844,0.0028816462,0.44462848,0.16773215,0,0,0,8,13
173844,0.0018768907,0.39015704,0.21830377,0,0,0,9,12
173844,0.0021288693,0.33535266,0.2327188,0,0,0,10,11
173844,0.002409935,0.35023493,0.22412017,0,0,0,11,10
173844,0.002413094,0.32953155,0.22419626,0,0,0,12,9
173844,0.0023771524,0.3167833,0.22302508,0,0,0,13,8
173844,0.0011193156,0.08511454,0.24667233,0,0,0,14,7
173844,0.002080232,0.048294842,0.26154047,0,0,0,15,6
173844,0.001786083,0.04388058,0.25546283,0,0,0,16,5
173844,0.0008302331,0.0026508272,0.0031824112,0,0,0,17,4
173844,0.00013497472,0.0022167563,0.0014255941,0,0,0,18,3
173844,8.7291e-05,0.0022233725,0.0011304617,0,0,0,19,2
173844,8.997321e-05,0.0024554431,0.0011695623,0,0,0,20,1
173856,0.35058218,0.1741539,0.64246273,0,0,1,1,5
173856,0.35018063,0.17386582,0.6430782,0,0,1,2,4
173856,0.35692376,0.17195931,0.64965105,0,0,1,3,3
173856,0.6519787,0.35928017,0.34420836,0,0,1,4,2
173856,0.0011998713,0.0036409497,0.0027362704,0,0,0,5,1
173862,0.35058242,0.1741539,0.6424626,0,0,1,1,4
173862,0.35019422,0.17386723,0.64308053,0,0,1,2,3
173862,0.35698202,0.17195785,0.64961153,0,0,1,3,2
173862,0.0005657077,0.0025091767,0.0047092736,0,0,0,4,1
173871,0.35058215,0.17415509,0.6424599,1,0,1,1,24
173871,0.3501163,0.1738331,0.6431356,1,0,1,2,23
173871,0.7324978,0.40623227,0.25658804,1,0,1,3,22
173871,0.7724916,0.4302163,0.24254763,1,0,1,4,21
173871,0.76028997,0.46930984,0.22431841,1,0,1,5,20
173871,0.69284034,0.52589494,0.19993243,1,0,1,6,19
173871,0.6267304,0.5794786,0.19568804,1,0,1,7,18
173871,0.57367593,0.62774926,0.20650455,1,0,1,8,17
173871,0.49700695,0.67001325,0.20315632,1,0,1,9,16
173871,0.43208367,0.6961617,0.14378029,1,0,1,10,15
173871,0.002910912,0.50208646,0.14481086,0,0,1,11,14
173871,0.0021204948,0.4391212,0.21326193,0,0,1,12,13
173871,0.0023653507,0.3923525,0.23189315,0,0,1,13,12
173871,0.002928853,0.4111536,0.22633404,0,0,1,14,11
173871,0.0031783283,0.42187062,0.21886301,0,0,1,15,10
173871,0.0032879114,0.4266326,0.21321177,0,0,1,16,9
173871,0.0040364563,0.4464027,0.19997829,0,0,1,17,8
173871,0.005093932,0.46134573,0.20307198,0,0,1,18,7
173871,0.0062702596,0.48375452,0.180269,0,0,1,19,6
173871,0.00071418285,0.08374673,0.19908082,0,0,1,20,5
173871,0.002980888,0.052274823,0.28863865,0,0,1,21,4
173871,0.0024006069,0.095775306,0.22655737,0,0,1,22,3
173871,0.00047302246,0.0015362203,0.0017622113,0,0,0,23,2
173871,0.00051778555,0.0015761852,0.0017946959,0,0,0,24,1
173877,0.35058355,0.17415717,0.6424547,0,0,1,1,2
173877,0.34994018,0.17379123,0.6431652,0,0,1,2,1
173883,0.35058343,0.17415443,0.6424618,0,0,1,1,2
173883,0.35023636,0.17386457,0.6431067,0,0,1,2,1
173904,0.3505844,0.17415696,0.64245635,0,0,1,1,4
173904,0.3501504,0.17380705,0.64321554,0,0,1,2,3
173904,0.35992783,0.17245945,0.64881086,0,0,1,3,2
173904,0.00051924586,0.002224803,0.0038761795,0,0,0,4,1
173919,0.3505853,0.17415777,0.6424547,0,1,0,1,11
173919,0.35014027,0.17379507,0.64324,0,1,0,2,10
173919,0.36061472,0.17262027,0.64854944,0,1,0,3,9
173919,0.68591696,0.3787981,0.30919135,0,1,0,4,8
173919,0.74786985,0.41816548,0.2539888,0,1,0,5,7
173919,0.72669387,0.4302188,0.27283335,0,1,0,6,6
173919,0.6643609,0.4733507,0.25526157,0,1,0,7,5
173919,0.5849657,0.49935064,0.27009693,0,1,0,8,4
173919,0.57605577,0.48774153,0.32746732,0,1,0,9,3
173919,0.49056086,0.5061028,0.36520448,0,1,0,10,2
173919,0.00393188,0.009174317,0.0021988451,0,0,0,11,1
173940,0.35059163,0.17416164,0.6424463,1,0,0,1,33
173940,0.35005695,0.17374706,0.6433122,1,0,0,2,32
173940,0.72477317,0.40139702,0.26511168,1,0,0,3,31
173940,0.7728057,0.4302956,0.24207762,1,0,0,4,30
173940,0.7692518,0.47216073,0.21792993,1,0,0,5,29
173940,0.6922164,0.5245344,0.20164415,1,0,0,6,28
173940,0.6259738,0.5781781,0.19643995,1,0,0,7,27
173940,0.0028481185,0.45028883,0.16587639,0,0,0,8,26
173940,0.0023852289,0.43870932,0.21613994,0,0,0,9,25
173940,0.0028954446,0.41430014,0.21169123,0,0,0,10,24
173940,0.0034086406,0.41309583,0.20727721,0,0,0,11,23
173940,0.0037327707,0.41362542,0.20090258,0,0,0,12,22
173940,0.0038263202,0.41281915,0.19841626,0,0,0,13,21
173940,0.0025336742,0.34605908,0.22185984,0,0,0,14,20
173940,0.0009417534,0.11830121,0.24824128,0,0,0,15,19
173940,0.0019064844,0.14764488,0.24502763,0,0,0,16,18
173940,0.001285702,0.20956835,0.20657322,0,0,0,17,17
173940,0.0012065172,0.21137083,0.20728603,0,0,0,18,16
173940,0.0012451708,0.21559086,0.20354104,0,0,0,19,15
173940,0.0012301803,0.19881546,0.20045468,0,0,0,20,14
173940,0.0026484132,0.0535734,0.2527722,0,0,0,21,13
173940,0.002797842,0.08975431,0.23496816,0,0,0,22,12
173940,0.0019067526,0.09294745,0.21078771,0,0,0,23,11
173940,0.0019447803,0.10197073,0.20963874,0,0,0,24,10
173940,0.001689136,0.0808571,0.21680257,0,0,0,25,9
173940,0.0021857321,0.12299833,0.21212992,0,0,0,26,8
173940,0.002052635,0.13594094,0.21273014,0,0,0,27,7
173940,0.0021212995,0.15307903,0.21523052,0,0,0,28,6
173940,0.002028823,0.16100925,0.21297929,0,0,0,29,5
173940,0.00055876374,0.0018825829,0.0018956065,0,0,0,30,4
173940,0.0006353557,0.0018215775,0.0016711056,0,0,0,31,3
173940,0.00013878942,0.0021277666,0.0010855198,0,0,0,32,2
173940,8.9883804e-05,0.0023952723,0.0010392368,0,0,0,33,1
173943,0.35059488,0.17416304,0.6424433,1,1,0,1,28
173943,0.35004404,0.17373326,0.6433352,1,1,0,2,27
173943,0.36401552,0.17338651,0.64721525,1,1,0,3,26
173943,0.6612656,0.36635193,0.33807188,1,1,0,4,25
173943,0.69856966,0.4004891,0.2952711,1,1,0,5,24
173943,0.6805777,0.41153482,0.30763978,1,1,0,6,23
173943,0.6542765,0.45641485,0.28856897,1,1,0,7,22
173943,0.6048619,0.48449582,0.28252226,1,1,0,8,21
173943,0.5731994,0.4845347,0.34173,1,1,0,9,20
173943,0.47545305,0.4996444,0.3623937,1,1,0,10,19
173943,0.395375,0.49770328,0.33065927,1,1,0,11,18
173943,0.35933718,0.51445955,0.31401914,1,1,0,12,17
173943,0.3279031,0.5430498,0.29811108,1,1,0,13,16
173943,0.0018203259,0.5075269,0.1924406,0,1,0,14,15
173943,0.0019016862,0.4433103,0.23988363,0,1,0,15,14
173943,0.0022697747,0.40577865,0.24263868,0,1,0,16,13
173943,0.002511382,0.42470658,0.24371529,0,1,0,17,12
173943,0.0025490224,0.432478,0.24108168,0,1,0,18,11
173943,0.0025530457,0.43971488,0.23767215,0,1,0,19,10
173943,0.003432393,0.46971884,0.24490333,0,1,0,20,9
173943,0.0044771433,0.48401704,0.23440433,0,1,0,21,8
173943,0.005389273,0.50899965,0.2114436,0,1,0,22,7
173943,0.005106598,0.5595357,0.18002638,0,1,0,23,6
173943,0.0043722093,0.611508,0.15147221,0,1,0,24,5
173943,0.0034835339,0.6555525,0.13012931,0,1,0,25,4
173943,0.0029848516,0.6988777,0.112903506,0,1,0,26,3
173943,0.002517134,0.7306744,0.10066146,0,1,0,27,2
173943,0.0021668077,0.7545754,0.09193808,0,1,0,28,1
173952,0.3505969,0.17416394,0.64244175,0,0,1,1,2
173952,0.35006514,0.17372721,0.6433542,0,0,1,2,1
173985,0.35063148,0.17415631,0.642467,1,0,1,1,19
173985,0.3500647,0.17385185,0.64308333,1,0,1,2,18
173985,0.35735863,0.17244646,0.64871776,1,0,1,3,17
173985,0.65978694,0.36435676,0.33676383,1,0,1,4,16
173985,0.7193072,0.40686494,0.2775175,1,0,1,5,15
173985,0.75398254,0.44370803,0.2595331,1,0,1,6,14
173985,0.6617793,0.47280732,0.2590862,1,0,1,7,13
173985,0.0031532943,0.43524873,0.16686672,0,0,1,8,12
173985,0.0019073784,0.35403246,0.22156847,0,0,1,9,11
173985,0.002041459,0.33215323,0.23355523,0,0,1,10,10
173985,0.0023287535,0.3317344,0.23320156,0,0,1,11,9
173985,0.0024380684,0.3049402,0.22646761,0,0,1,12,8
173985,0.0024347007,0.2965935,0.22375229,0,0,1,13,7
173985,0.0018321574,0.06541586,0.25182354,0,0,1,14,6
173985,0.0018977821,0.042546988,0.2574095,0,0,1,15,5
173985,0.0016996264,0.03957039,0.2513563,0,0,1,16,4
173985,0.0015630424,0.03794238,0.23897323,0,0,1,17,3
173985,0.00080627203,0.0026162565,0.0031015575,0,0,0,18,2
173985,0.00017094612,0.00269109,0.0017614961,0,0,0,19,1
174006,0.35063058,0.17415729,0.6424652,0,0,1,1,4
174006,0.35003012,0.17382726,0.64313614,0,0,1,2,3
174006,0.35854256,0.17261109,0.6485189,0,0,1,3,2
174006,0.0005159974,0.002196163,0.003828764,0,0,0,4,1
174012,0.35063058,0.17415741,0.642465,1,1,0,1,28
174012,0.35002828,0.1738255,0.6431401,1,1,0,2,27
174012,0.7341132,0.40709037,0.25493464,1,1,0,3,26
174012,0.7732824,0.43057373,0.24212009,1,1,0,4,25
174012,0.7515396,0.4666943,0.23169595,1,1,0,5,24
174012,0.6900092,0.52620476,0.2002342,1,1,0,6,23
174012,0.0031915903,0.43863955,0.15245065,0,1,0,7,22
174012,0.0019156039,0.36595994,0.20716259,0,1,0,8,21
174012,0.0018002391,0.34296834,0.21998492,0,1,0,9,20
174012,0.002213508,0.3260284,0.22007507,0,1,0,10,19
174012,0.002255857,0.2912749,0.22002792,0,1,0,11,18
174012,0.0021936893,0.26182586,0.21952778,0,1,0,12,17
174012,0.0022371411,0.26371688,0.21522069,0,1,0,13,16
174012,0.0011127293,0.11020568,0.23012912,0,1,0,14,15
174012,0.0018360615,0.07343617,0.24737906,0,1,0,15,14
174012,0.0029579997,0.11734918,0.22551507,0,1,0,16,13
174012,0.0021479726,0.11711079,0.21347988,0,1,0,17,12
174012,0.0016431808,0.16074377,0.20280463,0,1,0,18,11
174012,0.0016704202,0.22393894,0.19729894,0,1,0,19,10
174012,0.0114252865,0.3282225,0.14624935,0,1,0,20,9
174012,0.016557008,0.38760644,0.16414726,0,1,0,21,8
174012,0.003405869,0.3504954,0.17813784,0,1,0,22,7
174012,0.003023535,0.35746253,0.19938368,0,1,0,23,6
174012,0.002689302,0.31325468,0.19970778,0,1,0,24,5
174012,0.0033997297,0.35120136,0.19646329,0,1,0,25,4
174012,0.0039601624,0.35874483,0.19117811,0,1,0,26,3
174012,0.0009203553,0.0021173954,0.0017244816,0,0,0,27,2
174012,0.0012163222,0.0043419003,0.0099773705,0,0,0,28,1
174021,0.350631,0.17415756,0.64246476,0,0,1,1,4
174021,0.3500437,0.17382482,0.64314866,0,0,1,2,3
174021,0.35880044,0.1726588,0.64841735,0,0,1,3,2
174021,0.00051292777,0.002178967,0.0037752092,0,0,0,4,1
174030,0.3506301,0.17416003,0.64245987,1,1,0,1,37
174030,0.34984073,0.17377722,0.6431881,1,1,0,2,36
174030,0.73144424,0.40512818,0.2578839,1,1,0,3,35
174030,0.772841,0.4303248,0.24195674,1,1,0,4,34
174030,0.7629804,0.46974358,0.22149116,1,1,0,5,33
174030,0.688622,0.5248895,0.20180455,1,1,0,6,32
174030,0.61626613,0.57678354,0.19925171,1,1,0,7,31
174030,0.5686059,0.6249475,0.21054012,1,1,0,8,30
174030,0.48847908,0.66321117,0.20936021,1,1,0,9,29
174030,0.431685,0.693282,0.14580485,1,1,0,10,28
174030,0.42753232,0.7157079,0.119093746,1,1,0,11,27
174030,0.37799066,0.7435008,0.10959384,1,1,0,12,26
174030,0.31693664,0.7734616,0.10200593,1,1,0,13,25
174030,0.2611915,0.8010434,0.0991745,1,1,0,14,24
174030,0.24639148,0.8236761,0.10302657,1,1,0,15,23
174030,0.23219931,0.8383577,0.107495576,1,1,0,16,22
174030,0.20700818,0.85008574,0.105998844,1,1,0,17,21
174030,0.18861389,0.85741526,0.102604866,1,1,0,18,20
174030,0.18353766,0.855398,0.105688095,1,1,0,19,19
174030,0.16307518,0.85260797,0.119838655,1,1,0,20,18
174030,0.15617502,0.85599756,0.1198737,1,1,0,21,17
174030,0.14839509,0.8630886,0.1165843,1,1,0,22,16
174030,0.0019587874,0.5447594,0.17290664,0,1,0,23,15
174030,0.001747787,0.4712029,0.22766069,0,1,0,24,14
174030,0.002030015,0.4375708,0.23215312,0,1,0,25,13
174030,0.0023750365,0.4444101,0.23190483,0,1,0,26,12
174030,0.0025865436,0.44783396,0.23071796,0,1,0,27,11
174030,0.002668947,0.45052248,0.22893769,0,1,0,28,10
174030,0.003082633,0.4865093,0.23185784,0,1,0,29,9
174030,0.002812177,0.47127306,0.22369424,0,1,0,30,8
174030,0.002975732,0.48245952,0.22724685,0,1,0,31,7
174030,0.0031941533,0.49648964,0.23147225,0,1,0,32,6
174030,0.0036772192,0.5262605,0.20161572,0,1,0,33,5
174030,0.003075242,0.5771256,0.16649982,0,1,0,34,4
174030,0.003002882,0.64032996,0.13517722,0,1,0,35,3
174030,0.0007123053,0.101786345,0.21832362,0,0,0,36,2
174030,0.00046360493,0.0021700263,0.0013934076,0,0,0,37,1
174033,0.35062975,0.17415881,0.64246225,0,0,1,1,2
174033,0.3499413,0.17379624,0.64318025,0,0,1,2,1
174048,0.35063028,0.17415863,0.6424627,0,0,1,1,5
174048,0.34998322,0.17380136,0.6431845,0,0,1,2,4
174048,0.73257864,0.40596578,0.256609,0,0,1,3,3
174048,0.77267504,0.43026766,0.24224666,0,0,1,4,2
174048,0.0030004084,0.007919759,0.003280133,0,0,0,5,1
174057,0.35063094,0.17415845,0.6424631,0,0,1,1,2
174057,0.35002473,0.17380735,0.6431865,0,0,1,2,1
174063,0.35063118,0.17415848,0.64246297,0,0,1,1,2
174063,0.35003102,0.17380694,0.6431904,0,0,1,2,1
174066,0.35063103,0.17415863,0.64246273,0,0,1,1,2
174066,0.35002118,0.17380416,0.6431932,0,0,1,2,1
174069,0.35063887,0.17416486,0.64245045,1,0,1,1,40
174069,0.3496197,0.17372453,0.64324427,1,0,1,2,39
174069,0.3605313,0.17271167,0.648499,1,0,1,3,38
174069,0.51662403,0.27299035,0.4859826,1,0,1,4,37
174069,0.6547539,0.37701017,0.3424536,1,0,1,5,36
174069,0.6435378,0.3917426,0.3561326,1,0,1,6,35
174069,0.6606838,0.44056162,0.3029899,1,0,1,7,34
174069,0.59568715,0.48713133,0.2865527,1,0,1,8,33
174069,0.0024386644,0.46580574,0.18315557,0,0,1,9,32
174069,0.002093494,0.43207425,0.23736313,0,0,1,10,31
174069,0.0024300814,0.40579703,0.23541221,0,0,1,11,30
174069,0.0027261972,0.39955616,0.23095381,0,0,1,12,29
174069,0.0027594864,0.39675623,0.22938254,0,0,1,13,28
174069,0.0028133094,0.3955137,0.22668949,0,0,1,14,27
174069,0.0033180118,0.41334504,0.22984624,0,0,1,15,26
174069,0.0030328631,0.39968687,0.23381817,0,0,1,16,25
174069,0.00272429,0.38281798,0.23322034,0,0,1,17,24
174069,0.0028270185,0.3889541,0.23307943,0,0,1,18,23
174069,0.002808839,0.39049715,0.23246482,0,0,1,19,22
174069,0.0027637184,0.39180925,0.23196486,0,0,1,20,21
174069,0.002437085,0.3777727,0.2325455,0,0,1,21,20
174069,0.002176851,0.25634497,0.2218954,0,0,1,22,19
174069,0.0024029315,0.29127204,0.21860906,0,0,1,23,18
174069,0.0024329424,0.32409477,0.21975583,0,0,1,24,17
174069,0.0023759305,0.32662985,0.21964368,0,0,1,25,16
174069,0.0026320815,0.3576877,0.22221369,0,0,1,26,15
174069,0.0035609305,0.40662605,0.22173792,0,0,1,27,14
174069,0.00344643,0.4393281,0.20681566,0,0,1,28,13
